"customer_id","last_purchase","frequency","monetary"
13830.0,"2010-05-07",1,156.85
13831.0,"2011-11-23",18,6585.54
13832.0,"2011-11-20",2,609.89
13833.0,"2011-07-03",2,700.41
13834.0,"2010-05-12",2,324.19
13835.0,"2011-11-14",7,1095.27
13836.0,"2010-11-05",2,620.37
13837.0,"2011-05-12",2,266.59
13838.0,"2011-12-04",10,1690.07
13839.0,"2010-08-10",1,139.95
13840.0,"2010-10-19",1,651.40
13841.0,"2011-04-01",1,85.00
13842.0,"2011-10-12",18,5319.34
13843.0,"2010-11-23",1,319.75
13844.0,"2011-11-28",1,361.62
13845.0,"2011-10-06",1,312.98
13846.0,"2011-11-15",4,1307.79
13847.0,"2009-12-20",1,310.72
13848.0,"2011-09-08",8,3015.00
13849.0,"2011-10-19",5,3469.30
13850.0,"2011-08-02",1,1595.48
13851.0,"2011-09-05",8,4606.46
13852.0,"2010-04-08",1,187.35
13853.0,"2011-10-13",1,1090.14
13854.0,"2011-12-01",39,11944.56
13855.0,"2010-07-27",4,1310.34
13856.0,"2011-06-24",11,1142.03
13857.0,"2010-11-11",6,1001.01
13858.0,"2011-10-13",1,216.17
13859.0,"2011-01-17",2,515.86
13860.0,"2011-12-08",5,1245.90
13861.0,"2010-10-06",2,273.26
13862.0,"2011-11-21",9,2556.09
13863.0,"2011-04-06",4,1239.55
13864.0,"2010-11-18",1,662.40
13865.0,"2011-10-12",4,501.56
13866.0,"2011-09-26",1,145.67
13867.0,"2011-11-08",3,1005.09
13868.0,"2011-12-02",2,3192.54
13869.0,"2011-08-08",10,7996.87
13870.0,"2011-12-07",15,5712.08
13871.0,"2011-11-17",17,7885.85
13872.0,"2010-06-30",3,919.57
13873.0,"2011-08-12",8,1038.92
13874.0,"2010-12-16",7,2049.15
13875.0,"2011-10-17",14,4814.37
13876.0,"2011-10-07",1,122.70
13877.0,"2011-09-14",3,449.68
13878.0,"2011-10-16",4,2416.90
13879.0,"2010-03-04",1,395.50
13880.0,"2011-11-18",17,4293.86
13881.0,"2011-12-06",43,45179.10
13882.0,"2011-12-07",5,1191.13
13883.0,"2011-11-29",15,6560.02
13884.0,"2011-12-02",10,1825.03
13885.0,"2011-06-03",2,506.80
13886.0,"2011-09-29",1,243.56
13887.0,"2011-05-19",1,349.55
13888.0,"2011-08-12",7,2001.59
13889.0,"2011-09-08",6,1991.23
13890.0,"2011-12-08",14,2927.38
13891.0,"2010-11-26",3,859.21
13892.0,"2011-11-13",6,1267.65
13893.0,"2011-02-15",1,821.10
13894.0,"2011-11-16",3,564.62
13895.0,"2011-11-11",6,4008.52
13896.0,"2010-03-24",1,388.55
13897.0,"2011-10-20",3,1160.72
13898.0,"2011-01-18",2,686.40
13899.0,"2011-11-23",2,388.52
13900.0,"2011-06-09",6,1610.59
13901.0,"2011-09-28",15,5676.34
13902.0,"2010-03-17",5,34095.26
13903.0,"2010-11-04",1,165.45
13904.0,"2011-11-02",2,332.64
13905.0,"2009-12-07",1,312.65
13906.0,"2010-10-26",1,42.00
13907.0,"2010-01-17",1,136.80
13908.0,"2011-09-21",4,2369.55
13909.0,"2010-10-12",2,282.85
13911.0,"2011-10-13",20,4234.99
13912.0,"2010-10-12",1,124.95
13913.0,"2010-07-21",1,42.22
13914.0,"2011-11-28",2,626.45
13915.0,"2010-11-10",1,70.80
13916.0,"2010-09-02",4,1275.81
13917.0,"2011-10-21",2,272.04
13918.0,"2011-10-21",2,1212.84
13919.0,"2011-10-11",4,1360.68
13920.0,"2010-10-04",4,1774.68
13921.0,"2010-11-02",4,730.70
13922.0,"2010-12-23",3,865.20
13923.0,"2011-10-17",1,351.13
13924.0,"2011-12-08",6,1838.85
13925.0,"2011-09-08",4,678.25
13926.0,"2011-11-16",1,223.85
13927.0,"2011-09-26",2,708.26
13928.0,"2011-11-29",4,464.57
13929.0,"2011-06-23",11,3494.10
13930.0,"2011-10-13",2,337.34
13931.0,"2011-09-05",11,5257.38
13932.0,"2011-02-18",1,307.40
13933.0,"2011-08-22",2,608.79
13934.0,"2011-03-21",1,922.10
13935.0,"2010-04-22",3,6116.92
13936.0,"2011-06-13",3,939.66
13937.0,"2011-06-23",2,880.13
13938.0,"2011-11-04",1,71.66
13939.0,"2011-11-16",7,1560.96
13940.0,"2011-11-22",4,839.14
13941.0,"2011-11-18",15,10027.18
13942.0,"2010-06-23",1,320.00
13943.0,"2010-05-11",1,246.54
13944.0,"2010-02-24",1,200.43
13945.0,"2010-11-10",2,854.15
13946.0,"2011-09-21",6,1876.23
13947.0,"2011-10-05",1,90.60
13948.0,"2010-12-14",4,548.76
13949.0,"2011-12-07",6,2427.32
13950.0,"2011-11-28",4,745.06
13951.0,"2011-06-16",3,674.45
13952.0,"2011-05-06",14,12823.52
13953.0,"2011-12-02",12,6640.68
13954.0,"2011-12-08",2,439.92
13955.0,"2011-07-08",3,544.07
13956.0,"2011-12-04",5,1019.27
13957.0,"2010-10-18",3,458.25
13958.0,"2010-11-25",8,4709.23
13959.0,"2011-09-21",6,1064.77
13960.0,"2011-11-18",2,230.22
13961.0,"2010-11-12",1,538.40
13962.0,"2011-11-18",3,362.80
13963.0,"2011-02-04",17,2860.57
13964.0,"2010-11-17",2,438.90
13965.0,"2010-08-20",3,996.61
13966.0,"2010-09-30",1,384.26
13967.0,"2011-07-17",2,166.30
13968.0,"2010-10-12",1,123.66
13969.0,"2011-12-02",35,12973.46
13970.0,"2010-11-18",2,846.55
13971.0,"2011-11-21",14,4667.57
13972.0,"2011-09-30",2,190.25
13973.0,"2011-02-25",1,264.70
13974.0,"2011-10-21",2,677.72
13975.0,"2011-11-08",12,5256.40
13976.0,"2011-05-17",4,1192.36
13977.0,"2010-10-24",1,519.81
13978.0,"2011-11-25",2,196.79
13979.0,"2011-09-27",7,3379.93
13980.0,"2011-10-10",5,768.82
13981.0,"2010-10-20",1,331.14
13982.0,"2011-10-31",9,3954.29
13983.0,"2011-11-10",21,6753.89
13984.0,"2011-11-13",12,1893.80
13985.0,"2011-12-05",22,10020.86
13986.0,"2011-11-22",1,320.46
13987.0,"2010-11-25",2,682.54
13988.0,"2011-11-20",8,4757.80
13989.0,"2011-10-05",5,2026.06
13990.0,"2011-05-10",1,311.30
13991.0,"2011-11-27",6,852.88
13992.0,"2011-11-09",3,219.50
13993.0,"2011-10-28",19,6775.71
13994.0,"2011-12-06",6,2274.14
13995.0,"2011-11-24",14,3902.01
13996.0,"2010-11-18",2,895.76
13997.0,"2010-07-08",3,376.46
13998.0,"2010-09-19",3,566.70
13999.0,"2011-11-29",29,9502.26
14000.0,"2011-05-12",5,2046.34
14001.0,"2011-10-25",9,4228.85
14002.0,"2011-07-28",2,529.73
14003.0,"2009-12-07",1,209.41
14004.0,"2011-10-27",11,6258.45
14005.0,"2011-11-30",5,2874.72
14006.0,"2011-08-16",7,2196.67
14007.0,"2010-07-15",1,79.48
14008.0,"2010-10-03",1,509.04
14009.0,"2011-05-25",3,1099.91
14010.0,"2010-05-23",2,445.15
14011.0,"2010-08-16",2,457.82
14012.0,"2011-03-07",1,328.80
14013.0,"2011-08-21",5,1084.57
14014.0,"2011-09-23",3,1948.21
14015.0,"2011-10-18",1,917.34
14016.0,"2011-07-01",11,11403.41
14017.0,"2010-05-17",1,229.75
14018.0,"2010-03-04",1,367.15
14019.0,"2011-10-24",3,1421.61
14020.0,"2011-11-23",4,1249.01
14021.0,"2011-07-07",7,1716.58
14022.0,"2011-04-28",2,792.15
14023.0,"2011-12-02",2,584.07
14024.0,"2011-08-10",3,645.74
14025.0,"2010-09-01",8,4057.90
14026.0,"2010-08-26",2,713.11
14027.0,"2011-10-10",1,104.82
14028.0,"2010-06-07",3,10396.50
14029.0,"2011-10-07",2,467.66
14030.0,"2011-11-21",20,7521.80
14031.0,"2011-12-02",44,39019.51
14032.0,"2011-12-07",16,4546.41
14033.0,"2010-06-02",1,109.44
14034.0,"2011-11-17",3,648.89
14035.0,"2011-11-11",9,2794.75
14036.0,"2011-02-28",1,626.65
14037.0,"2011-06-16",6,836.95
14038.0,"2011-09-22",5,3069.88
14039.0,"2011-11-06",2,267.28
14040.0,"2011-10-30",35,12523.81
14041.0,"2011-03-18",1,141.41
14042.0,"2009-12-14",1,431.98
14043.0,"2010-08-05",2,302.60
14044.0,"2011-11-13",10,3077.70
14045.0,"2011-08-22",16,10986.63
14046.0,"2011-02-28",1,154.99
14047.0,"2011-12-01",14,3968.11
14048.0,"2011-02-07",3,748.69
14049.0,"2011-11-23",13,13023.40
14050.0,"2011-11-08",2,746.36
14051.0,"2011-12-09",37,21770.98
14052.0,"2011-11-20",2,466.66
14053.0,"2011-08-07",4,572.30
14054.0,"2011-10-05",1,92.46
14055.0,"2011-08-25",3,1520.96
14056.0,"2011-12-08",23,8152.71
14057.0,"2011-11-16",22,8346.66
14058.0,"2010-09-03",2,469.19
14059.0,"2011-03-18",1,183.60
14060.0,"2011-12-05",30,8898.24
14061.0,"2010-07-20",3,917.43
14062.0,"2011-11-30",24,25585.65
14063.0,"2010-09-27",9,22710.20
14064.0,"2011-11-10",15,3260.24
14065.0,"2010-11-15",3,891.02
14066.0,"2011-03-18",1,152.55
14067.0,"2011-10-07",2,374.70
14068.0,"2011-01-23",4,1516.72
14069.0,"2010-07-13",2,225.81
14070.0,"2010-01-24",1,321.60
14071.0,"2011-12-06",8,1437.57
14072.0,"2010-02-11",1,390.85
14073.0,"2011-11-07",1,151.04
14074.0,"2010-03-26",1,219.40
14075.0,"2011-12-05",6,1734.87
14076.0,"2011-08-02",1,118.67
14077.0,"2011-10-30",6,615.08
14078.0,"2011-08-30",9,1553.47
14079.0,"2011-08-07",2,618.73
14080.0,"2011-11-07",5,1115.68
14081.0,"2011-02-10",10,4867.57
14082.0,"2010-12-10",2,413.36
14083.0,"2011-12-05",11,1082.19
14084.0,"2010-07-15",1,150.50
14085.0,"2011-12-07",33,9720.67
14086.0,"2010-09-03",1,39.95
14087.0,"2011-12-07",3,829.47
14088.0,"2011-11-29",16,64036.80
14089.0,"2011-10-14",1,158.75
14090.0,"2011-01-19",1,76.32
14091.0,"2010-02-23",2,9530.08
14092.0,"2011-12-02",24,7229.45
14093.0,"2011-11-27",1,433.86
14094.0,"2010-09-26",1,311.77
14095.0,"2009-12-17",1,2.95
14096.0,"2011-12-05",17,65164.79
14097.0,"2010-08-15",2,422.86
14098.0,"2011-11-03",1,147.35
14099.0,"2011-11-23",20,5750.91
14100.0,"2011-07-25",1,191.95
14101.0,"2011-09-27",13,9961.93
14102.0,"2011-12-04",5,1105.88
14104.0,"2011-07-08",5,743.53
14105.0,"2011-04-14",5,5988.83
14106.0,"2009-12-02",1,214.80
14107.0,"2011-10-19",11,4877.30
14108.0,"2011-11-09",4,1044.96
14109.0,"2011-09-28",1,144.20
14110.0,"2011-12-06",33,12987.95
14111.0,"2011-11-25",4,692.85
14112.0,"2011-11-17",13,5834.59
14113.0,"2011-12-06",16,7092.61
14114.0,"2011-03-11",7,1364.09
14115.0,"2010-07-26",2,622.67
14116.0,"2011-11-20",5,1382.74
14117.0,"2011-07-19",1,90.00
14118.0,"2010-10-07",1,458.45
14119.0,"2010-11-29",2,183.37
14121.0,"2011-12-06",4,2780.15
14122.0,"2010-10-29",3,362.42
14123.0,"2009-12-06",1,436.18
14124.0,"2011-09-16",1,419.58
14125.0,"2011-11-29",3,2720.63
14126.0,"2011-12-02",4,1172.46
14127.0,"2011-08-09",6,1900.08
14128.0,"2011-10-10",3,924.21
14129.0,"2011-12-08",9,2591.34
14130.0,"2011-01-24",4,1858.77
14131.0,"2010-03-01",1,168.22
14132.0,"2011-12-07",11,3586.03
14133.0,"2011-08-02",4,911.14
14134.0,"2010-11-22",15,11123.35
14135.0,"2011-12-08",24,8839.67
14136.0,"2010-11-04",5,1570.81
14137.0,"2010-01-13",1,332.70
14138.0,"2011-12-08",2,965.88
14139.0,"2011-10-24",4,1086.80
14140.0,"2011-12-06",2,935.05
14141.0,"2011-12-07",4,915.13
14142.0,"2010-12-01",2,671.34
14143.0,"2011-07-29",1,115.80
14144.0,"2010-08-10",1,30.60
14145.0,"2011-10-24",7,7600.05
14146.0,"2011-12-01",12,9450.30
14147.0,"2011-09-22",9,2590.20
14148.0,"2011-04-20",2,466.29
14149.0,"2011-05-03",1,446.62
14150.0,"2011-11-04",2,658.64
14151.0,"2010-02-04",2,679.45
14152.0,"2011-09-25",7,1997.34
14153.0,"2010-08-13",1,233.40
14154.0,"2011-04-14",8,6460.70
14155.0,"2011-03-18",1,118.75
14156.0,"2011-11-30",156,313437.62
14157.0,"2011-11-20",5,978.69
14158.0,"2011-10-30",1,507.66
14159.0,"2011-11-20",20,7860.80
14160.0,"2010-04-08",7,8421.47
14161.0,"2011-05-08",7,2996.93
14162.0,"2011-06-19",2,289.36
14163.0,"2011-09-13",5,2594.62
14164.0,"2011-09-30",2,1631.77
14165.0,"2011-03-09",1,120.44
14166.0,"2010-07-22",2,251.15
14167.0,"2011-10-31",8,1274.29
14168.0,"2010-10-15",2,370.45
14169.0,"2010-10-05",2,621.51
14170.0,"2010-11-29",3,570.18
14171.0,"2011-09-02",2,498.79
14172.0,"2010-04-13",3,369.02
14173.0,"2011-11-29",6,586.00
14174.0,"2011-11-06",1,134.46
14175.0,"2011-10-11",8,7678.88
14176.0,"2011-02-15",5,756.46
14177.0,"2011-09-14",13,2209.69
14178.0,"2011-12-01",7,1600.26
14179.0,"2011-10-30",2,701.57
14180.0,"2011-11-29",33,6117.50
14181.0,"2010-10-25",2,308.35
14182.0,"2010-09-22",4,678.77
14183.0,"2010-10-24",2,278.34
14184.0,"2011-10-04",1,452.89
14185.0,"2011-01-12",1,197.65
14186.0,"2010-10-08",5,1550.63
14187.0,"2010-08-23",1,123.50
14188.0,"2011-11-09",6,2054.36
14189.0,"2011-12-07",16,5503.15
14190.0,"2010-02-11",1,79.90
14191.0,"2011-12-08",15,4817.66
14192.0,"2010-11-16",1,293.74
14193.0,"2011-10-03",3,1210.19
14194.0,"2011-12-05",36,18670.59
14195.0,"2011-05-22",6,2615.60
14196.0,"2011-08-25",1,335.52
14197.0,"2010-10-25",1,390.05
14198.0,"2011-11-21",9,1569.73
14199.0,"2011-05-05",4,1091.70
14200.0,"2010-04-01",1,379.20
14201.0,"2011-10-10",10,1193.54
14202.0,"2010-11-23",3,847.76
14203.0,"2010-11-07",1,339.34
14204.0,"2011-12-07",4,1024.83
14205.0,"2011-11-23",9,2414.20
14206.0,"2011-04-14",3,1185.01
14207.0,"2010-01-21",1,157.80
14208.0,"2011-09-06",2,567.05
14209.0,"2011-11-29",15,4993.27
14210.0,"2011-08-26",16,5556.57
14211.0,"2011-10-17",18,4402.29
14212.0,"2011-09-11",2,2190.14
14213.0,"2010-10-31",1,1192.20
14214.0,"2011-11-09",5,1004.38
14215.0,"2011-11-28",9,3250.33
14216.0,"2011-12-06",5,2150.04
14217.0,"2011-12-08",23,3298.59
14218.0,"2011-10-28",1,169.48
14219.0,"2011-12-05",3,633.83
14220.0,"2011-04-06",4,1515.00
14221.0,"2011-10-28",17,6517.49
14222.0,"2011-06-15",1,683.17
14223.0,"2011-09-08",3,991.13
14224.0,"2011-08-21",9,1841.71
14225.0,"2010-10-01",4,2031.07
14226.0,"2011-11-11",6,2985.13
14227.0,"2011-11-13",15,6368.71
14228.0,"2010-09-28",3,745.50
14229.0,"2011-10-19",7,2594.04
14230.0,"2010-09-30",3,979.80
14231.0,"2011-06-09",4,1235.62
14232.0,"2011-10-28",5,2048.07
14233.0,"2011-10-21",7,2904.27
14234.0,"2011-11-17",4,754.12
14235.0,"2011-09-25",9,4717.99
14236.0,"2011-09-20",5,1555.34
14237.0,"2010-12-01",2,471.14
14238.0,"2011-01-17",3,434.23
14239.0,"2011-10-27",21,4263.17
14240.0,"2011-11-09",3,1247.49
14241.0,"2011-06-09",2,333.70
14242.0,"2011-04-19",2,280.55
14243.0,"2011-12-01",17,7217.75
14244.0,"2010-02-17",1,366.42
14245.0,"2011-05-04",2,1693.45
14246.0,"2011-08-21",3,1474.06
14247.0,"2011-03-06",5,753.56
14248.0,"2011-01-25",3,1032.95
14249.0,"2010-10-25",12,5400.46
14250.0,"2011-12-02",3,1904.05
14251.0,"2011-12-08",5,2879.70
14252.0,"2010-11-23",1,350.99
14253.0,"2010-08-03",2,363.40
14254.0,"2010-10-03",1,601.03
14255.0,"2010-06-11",1,1000.63
14256.0,"2011-03-24",5,2460.79
14257.0,"2011-10-06",9,5954.45
14258.0,"2011-11-30",25,32051.34
14259.0,"2011-07-21",1,120.00
14260.0,"2010-08-25",3,824.28
14261.0,"2011-10-20",2,1163.45
14262.0,"2011-12-01",8,2618.23
14263.0,"2010-10-12",1,322.93
14264.0,"2011-07-08",6,1517.36
14265.0,"2011-08-22",4,1373.35
14266.0,"2010-10-07",1,40.56
14267.0,"2011-06-30",3,1516.24
14268.0,"2010-08-26",1,354.85
14269.0,"2010-09-26",1,295.73
14270.0,"2011-01-12",1,492.65
14271.0,"2011-04-28",2,214.18
14272.0,"2011-09-27",4,920.81
14273.0,"2011-10-19",4,559.97
14274.0,"2010-01-22",1,256.60
14275.0,"2010-11-09",6,1189.38
14276.0,"2011-09-02",7,2102.68
14277.0,"2011-11-24",9,17197.61
14278.0,"2010-10-26",1,205.83
14279.0,"2010-07-07",2,191.86
14280.0,"2011-05-27",1,134.04
14281.0,"2010-10-27",1,245.15
14282.0,"2011-12-06",25,7250.76
14283.0,"2010-09-02",4,628.44
14284.0,"2011-11-09",3,1299.65
14285.0,"2011-11-18",8,3284.42
14286.0,"2011-11-16",7,8479.76
14287.0,"2011-12-01",3,176.63
14288.0,"2011-05-10",1,426.60
14289.0,"2011-12-01",6,911.26
14290.0,"2011-11-28",8,4516.56
14291.0,"2011-12-08",23,7904.10
14292.0,"2011-12-02",16,9226.25
14293.0,"2011-12-06",9,2903.01
14294.0,"2010-10-28",1,375.34
14295.0,"2011-10-30",5,2362.91
14296.0,"2010-10-14",2,456.40
14297.0,"2011-11-22",4,1305.33
14298.0,"2011-12-01",82,91194.49
14299.0,"2011-12-01",27,14070.25
14300.0,"2011-11-21",1,43.20
14301.0,"2011-08-14",4,1992.18
14302.0,"2010-10-05",3,742.90
14303.0,"2010-10-28",2,277.94
14304.0,"2011-05-01",3,1725.01
14305.0,"2011-09-29",3,1858.96
14306.0,"2011-10-19",6,3151.40
14307.0,"2011-09-12",10,4287.92
14308.0,"2010-06-08",2,1147.02
14309.0,"2011-12-01",11,3780.81
14310.0,"2010-10-03",1,492.10
14311.0,"2011-04-11",2,516.45
14312.0,"2011-10-24",11,3090.29
14314.0,"2011-08-25",2,229.80
14315.0,"2011-10-26",8,3197.82
14316.0,"2010-10-13",5,1370.34
14317.0,"2011-10-06",1,508.58
14318.0,"2010-09-05",1,158.02
14319.0,"2010-10-11",1,494.85
14320.0,"2011-05-17",5,1346.75
14321.0,"2011-11-29",7,2218.06
14322.0,"2010-10-06",4,474.10
14323.0,"2011-08-17",2,605.06
14324.0,"2010-10-26",2,701.61
14325.0,"2010-05-19",1,245.48
14326.0,"2011-04-11",3,940.98
14327.0,"2011-06-29",6,1894.93
14328.0,"2010-09-27",1,445.05
14329.0,"2011-11-22",15,9887.62
14330.0,"2010-03-26",1,200.63
14331.0,"2011-08-07",2,462.66
14332.0,"2011-11-17",5,1917.41
14333.0,"2011-10-03",1,415.20
14334.0,"2011-11-23",12,4318.48
14335.0,"2011-11-23",2,454.86
14336.0,"2011-11-23",4,1614.91
14338.0,"2011-07-01",3,928.10
14339.0,"2011-04-11",2,620.27
14340.0,"2011-05-05",1,134.70
14341.0,"2011-10-25",18,4452.02
14342.0,"2011-11-18",6,918.44
14343.0,"2010-10-14",4,1079.66
14344.0,"2011-08-04",20,2993.05
14345.0,"2011-11-01",1,108.98
14346.0,"2011-08-11",5,2315.75
14347.0,"2009-12-03",1,82.60
14348.0,"2011-03-24",1,409.57
14349.0,"2011-11-29",1,133.50
14350.0,"2011-03-10",3,972.03
14351.0,"2011-06-28",1,51.00
14352.0,"2011-07-05",4,1078.96
14353.0,"2011-05-08",3,376.50
14354.0,"2011-12-04",2,163.62
14355.0,"2010-12-09",3,840.05
14356.0,"2011-09-21",2,701.23
14357.0,"2011-10-27",1,225.12
14358.0,"2010-11-15",2,400.06
14359.0,"2011-11-20",3,912.18
14360.0,"2011-11-08",4,2118.03
14361.0,"2010-05-10",1,214.71
14362.0,"2011-11-17",1,151.50
14363.0,"2010-11-02",2,227.47
14364.0,"2011-08-23",8,3717.35
14365.0,"2010-11-10",2,634.68
14366.0,"2010-07-02",1,136.00
14367.0,"2011-12-01",16,9227.82
14368.0,"2011-01-24",1,155.00
14369.0,"2010-03-07",2,469.13
14370.0,"2010-09-15",6,1175.78
14371.0,"2011-02-17",1,100.50
14372.0,"2010-09-22",2,860.08
14373.0,"2010-12-16",1,76.55
14374.0,"2010-06-16",1,108.00
14375.0,"2011-06-07",3,1106.82
14376.0,"2010-01-25",1,215.46
14377.0,"2011-06-01",2,617.05
14378.0,"2010-03-28",1,131.25
14379.0,"2011-10-26",4,1265.16
14380.0,"2010-01-26",1,48.96
14381.0,"2011-10-18",2,625.94
14382.0,"2011-11-13",2,1193.63
14383.0,"2011-11-01",3,1247.69
14384.0,"2010-07-27",1,58.50
14385.0,"2011-11-30",3,202.11
14386.0,"2011-02-16",1,142.40
14387.0,"2011-11-07",3,1727.60
14388.0,"2011-11-29",16,6388.20
14389.0,"2011-10-05",5,1898.01
14390.0,"2011-11-29",13,6150.03
14391.0,"2010-05-12",1,135.60
14392.0,"2010-10-03",1,266.40
14393.0,"2011-05-05",1,67.95
14394.0,"2010-05-24",1,93.80
14395.0,"2011-12-07",20,7801.93
14396.0,"2011-10-05",7,1969.38
14397.0,"2011-12-07",19,2612.96
14398.0,"2010-11-03",2,707.79
14399.0,"2010-11-10",8,2108.21
14400.0,"2011-07-13",3,1732.47
14401.0,"2011-12-05",22,6795.90
14402.0,"2010-02-25",1,285.60
14403.0,"2011-08-01",6,1880.51
14404.0,"2011-11-06",13,2724.13
14405.0,"2010-11-18",1,195.00
14406.0,"2011-08-12",1,156.75
14407.0,"2011-08-24",6,2157.73
14408.0,"2011-11-29",11,4102.27
14409.0,"2011-09-29",9,3427.29
14410.0,"2011-09-08",11,2631.90
14411.0,"2011-02-02",1,1063.00
14412.0,"2011-10-28",3,1426.19
14413.0,"2010-12-12",4,764.52
14414.0,"2011-09-09",8,2399.33
14415.0,"2011-12-08",23,11980.09
14416.0,"2011-11-17",2,490.22
14417.0,"2010-11-17",1,524.65
14418.0,"2011-12-06",3,1937.25
14419.0,"2011-11-29",7,1254.64
14420.0,"2011-09-01",4,1639.17
14421.0,"2011-10-13",6,2469.37
14422.0,"2011-12-09",19,10271.52
14423.0,"2011-05-05",3,916.61
14424.0,"2011-11-22",1,322.08
14425.0,"2010-10-01",3,661.39
14426.0,"2011-11-16",17,11727.94
14427.0,"2011-10-20",4,1263.52
14428.0,"2011-12-02",5,1224.06
14429.0,"2010-11-01",1,516.28
14430.0,"2010-07-16",3,1220.90
14431.0,"2011-02-10",4,2614.20
14432.0,"2011-11-30",6,2248.50
14433.0,"2010-08-31",1,280.70
14434.0,"2011-11-18",6,1372.80
14435.0,"2010-07-26",1,90.42
14436.0,"2011-09-02",2,271.70
14437.0,"2010-12-09",5,873.34
14438.0,"2011-02-06",1,131.90
14439.0,"2011-01-24",5,9443.04
14440.0,"2011-12-01",13,5982.03
14441.0,"2011-12-09",11,4611.69
14442.0,"2011-05-19",7,5367.02
14443.0,"2011-10-17",5,2082.97
14444.0,"2010-09-09",1,120.44
14445.0,"2010-09-10",1,221.65
14446.0,"2011-12-09",5,1200.28
14447.0,"2011-11-21",6,1711.73
14448.0,"2011-11-30",2,375.35
14449.0,"2011-11-21",8,2230.96
14450.0,"2011-06-12",7,1128.44
14451.0,"2011-10-10",12,3258.68
14452.0,"2011-11-29",4,658.95
14453.0,"2011-06-02",1,119.93
14454.0,"2010-11-28",5,977.30
14455.0,"2010-10-03",4,617.72
14456.0,"2011-12-04",9,3017.28
14457.0,"2011-02-02",1,113.64
14458.0,"2010-11-24",1,228.07
14459.0,"2011-07-07",2,5375.74
14460.0,"2011-08-21",9,1093.50
14461.0,"2011-07-14",13,6676.91
14462.0,"2011-10-04",12,2242.81
14463.0,"2011-09-02",4,786.57
14464.0,"2010-05-20",2,111.00
14465.0,"2011-04-07",11,3925.85
14466.0,"2011-11-10",13,4267.15
14467.0,"2011-11-22",12,2203.24
14468.0,"2009-12-06",1,204.24
14469.0,"2010-10-19",4,2093.46
14470.0,"2011-11-28",3,712.04
14471.0,"2010-04-27",2,400.95
14472.0,"2011-08-28",9,2118.72
14473.0,"2011-09-26",2,234.34
14474.0,"2011-10-24",2,1258.89
14475.0,"2011-09-29",4,1151.15
14476.0,"2011-03-27",1,193.00
14477.0,"2011-11-20",7,1969.60
14478.0,"2010-11-22",4,1276.66
14479.0,"2011-03-31",4,1124.71
14480.0,"2011-11-28",4,1299.52
14481.0,"2011-06-28",5,2284.69
14482.0,"2011-11-21",12,4306.72
14483.0,"2011-03-03",2,257.10
14484.0,"2011-10-20",4,1070.98
14485.0,"2011-11-01",1,162.80
14486.0,"2010-07-16",2,175.50
14487.0,"2011-11-13",7,1266.27
14488.0,"2011-10-03",1,1064.28
14489.0,"2011-05-16",4,1574.93
14490.0,"2010-10-29",2,1273.47
14491.0,"2011-06-17",2,340.93
14492.0,"2010-10-05",7,1921.91
14493.0,"2011-12-02",10,5087.86
14494.0,"2011-11-14",3,401.46
14495.0,"2011-10-20",3,174.80
14496.0,"2011-02-01",7,2363.89
14497.0,"2011-02-03",2,697.06
14498.0,"2011-10-28",10,3900.83
14499.0,"2011-11-13",7,2101.79
14500.0,"2011-09-12",3,356.85
14501.0,"2011-06-09",2,251.21
14502.0,"2011-11-20",11,2429.83
14503.0,"2011-12-06",6,3543.26
14504.0,"2011-10-23",4,673.26
14505.0,"2011-11-22",19,11879.08
14506.0,"2011-11-22",7,2960.25
14507.0,"2011-11-16",11,3216.74
14508.0,"2011-11-17",5,822.92
14509.0,"2010-06-23",1,110.95
14510.0,"2010-11-29",3,979.85
14511.0,"2011-11-28",5,1314.81
14512.0,"2011-06-05",7,1215.97
14513.0,"2011-08-31",6,788.01
14514.0,"2011-10-09",9,4380.04
14515.0,"2011-11-22",12,3724.06
14516.0,"2010-07-11",1,151.17
14517.0,"2011-11-06",2,330.45
14518.0,"2011-10-06",1,174.37
14519.0,"2010-01-25",2,203.14
14520.0,"2011-12-08",2,270.60
14521.0,"2010-08-05",1,199.45
14522.0,"2011-11-15",8,1748.42
14523.0,"2011-08-23",1,241.09
14524.0,"2011-11-08",13,2909.86
14525.0,"2011-11-20",17,8026.54
14526.0,"2010-11-15",1,258.65
14527.0,"2011-12-07",122,27246.88
14528.0,"2011-11-02",1,364.22
14529.0,"2011-10-10",3,578.61
14530.0,"2011-11-14",16,6088.87
14531.0,"2010-08-17",1,376.34
14532.0,"2011-04-17",11,3845.78
14533.0,"2011-11-15",11,3466.37
14534.0,"2011-12-07",26,6187.66
14535.0,"2011-10-10",9,5973.23
14536.0,"2011-03-25",1,170.95
14537.0,"2011-10-13",2,641.40
14538.0,"2011-10-06",5,1370.84
14539.0,"2011-11-24",2,537.48
14540.0,"2011-11-30",11,3709.64
14541.0,"2011-10-12",14,2491.38
14542.0,"2011-06-07",1,103.25
14543.0,"2011-11-11",39,14587.87
14544.0,"2011-11-15",3,2938.53
14545.0,"2010-02-03",1,349.25
14546.0,"2011-12-04",11,5184.84
14547.0,"2011-12-06",8,3974.75
14548.0,"2011-07-12",9,2541.29
14549.0,"2011-02-01",4,913.60
14550.0,"2011-11-29",4,1345.06
14551.0,"2011-11-21",7,878.09
